drugname,rating,condition,class
Sprintec,8.738636363636363,Birth Control,B
Alesse,8.738095238095237,Birth Control,B
Jolessa,8.735294117647058,Birth Control,B
Blisovi 24 Fe,8.722222222222221,Birth Control,B
Femcon Fe,8.714285714285714,Birth Control,B
Nortrel 1 / 35,8.714285714285714,Birth Control,B
Microgestin Fe 1.5 / 30,8.7,Birth Control,B
Liletta,8.69,Birth Control,B
Jolivette,8.689655172413794,Birth Control,B
Camila,8.666666666666666,Birth Control,B
Cyred,8.666666666666666,Birth Control,B
Loestrin Fe 1 / 20,8.666666666666666,Birth Control,B
Marlissa,8.666666666666666,Birth Control,B
Ortho Tri-Cyclen Lo,8.666666666666666,Birth Control,B
Tri-Estarylla,8.666666666666666,Birth Control,B
Xulane,8.651162790697674,Birth Control,B
Ocella,8.641509433962264,Birth Control,B
Previfem,8.625,Birth Control,B
Reclipsen,8.607843137254902,Birth Control,B
Gildess Fe 1.5 / 30,8.571428571428571,Birth Control,B
Nora-Be,8.571428571428571,Birth Control,B
Errin,8.555555555555555,Birth Control,B
Velivet,8.555555555555555,Birth Control,B
Camrese,8.545454545454545,Birth Control,B
Safyral,8.526315789473685,Birth Control,B
CamreseLo,8.5,Birth Control,B
Estarylla,8.5,Birth Control,B
Nikki,8.5,Birth Control,B
Tarina Fe 1 / 20,8.5,Birth Control,B
Vestura,8.5,Birth Control,B
Viorele,8.5,Birth Control,B
Azurette,8.444444444444445,Birth Control,B
Quasense,8.428571428571429,Birth Control,B
Lo / Ovral,8.333333333333334,Birth Control,B
Altavera,8.0,Birth Control,C
Blisovi Fe 1.5 / 30,8.0,Birth Control,C
Cyclafem 1 / 35,8.0,Birth Control,C
Introvale,8.0,Birth Control,C
Larin Fe 1 / 20,8.0,Birth Control,C
Loestrin Fe 1.5 / 30,8.0,Birth Control,C
Ogestrel-28,8.0,Birth Control,C
Rajani,8.0,Birth Control,C
Caziant,7.0,Birth Control,C
Fosfomycin,10.0,Bladder Infection,A
Monurol,10.0,Bladder Infection,A
Norfloxacin,10.0,Bladder Infection,A
Hiprex,9.181818181818182,Bladder Infection,A
Cefpodoxime,9.0,Bladder Infection,B
Cyklokapron,10.0,Bleeding Disorde,A
Iohexol,7.0,Body Imaging,C
Omnipaque 350,7.0,Body Imaging,C
Vancocin HCl,10.0,Bone infection,A
Unasyn,9.0,Bone infection,B
GaviLyte-C,10.0,Bowel Preparation,A
GaviLyte-N,10.0,Bowel Preparation,A
PEG-3350 with Electolytes,10.0,Bowel Preparation,A
OsmoPrep,9.666666666666666,Bowel Preparation,A
Sodium biphosphate / sodium phosphate,9.615384615384615,Bowel Preparation,A
Citric acid / magnesium oxide / sodium picosulfate,9.425531914893616,Bowel Preparation,A
Prepopik,9.326086956521738,Bowel Preparation,A
MoviPrep,9.157894736842104,Bowel Preparation,A
Polyethylene glycol 3350 with electrolytes,9.044444444444444,Bowel Preparation,A
Suprep Bowel Prep Kit,9.036866359447005,Bowel Preparation,A
Magnesium sulfate / potassium sulfate / sodium sulfate,9.006437768240342,Bowel Preparation,A
GaviLyte-G,9.0,Bowel Preparation,B
GoLYTELY,9.0,Bowel Preparation,B
PEG3350,8.5,Bowel Preparation,B
NuLYTELY,8.0,Bowel Preparation,C
Cisplatin,10.0,Brain Tum,A
Platinol,10.0,Brain Tum,A
Cytoxan,9.8,Brain Tum,A
Lazanda,10.0,Breakthrough Pain,A
Subsys,9.75,Breakthrough Pain,A
Actiq,9.2,Breakthrough Pain,A
Abraxane,9.666666666666666,Breast Cance,A
Adriamycin,9.5,Breast Cance,A
Paclitaxel protein-bound,9.5,Breast Cance,A
Docetaxel,9.0,Breast Cance,B
Taxotere,9.0,Breast Cance,B
Arimidex,8.933333333333334,Breast Cance,B
Letrozole,8.75,Breast Cance,B
Everolimus,8.571428571428571,Breast Cance,B
Exemestane,8.272727272727273,Breast Cance,B
Aromasin,8.2,Breast Cance,B
Nolvadex,7.0,Breast Cance,C
Femara,8.80952380952381,"Breast Cancer, Adjuvant",B
Tamoxifen,8.166666666666666,"Breast Cancer, Adjuvant",B
Halaven,9.666666666666666,"Breast Cancer, Metastatic",A
Capecitabine,9.5,"Breast Cancer, Metastatic",A
Eribulin,9.5,"Breast Cancer, Metastatic",A
Ibrance,9.181818181818182,"Breast Cancer, Metastatic",A
Palbociclib,9.083333333333334,"Breast Cancer, Metastatic",A
Anastrozole,8.76923076923077,"Breast Cancer, Metastatic",B
Faslodex,8.666666666666666,"Breast Cancer, Metastatic",B
Taxol,8.0,"Breast Cancer, Metastatic",C
Gemcitabine,7.666666666666667,"Breast Cancer, Metastatic",C
Evista,10.0,"Breast Cancer, Prevention",A
Ventolin HFA,8.666666666666666,Bronchiectasis,B
Gemifloxacin,10.0,Bronchitis,A
Cefprozil,9.571428571428571,Bronchitis,A
Cefzil,9.5,Bronchitis,A
Levofloxacin,9.006849315068493,Bronchitis,A
Cefditoren,9.0,Bronchitis,B
Ceftibuten,9.0,Bronchitis,B
Septra,9.0,Bronchitis,B
Ery-Tab,7.0,Bronchitis,C
Formoterol,9.714285714285714,Bronchospasm Prophylaxis,A
Aloe vera,10.0,"Burns, External",A
Silvadene,10.0,"Burns, External",A
Solarcaine First Aid Medicated Spray,10.0,"Burns, External",A
Xylocaine Jelly,10.0,"Burns, External",A
Silver sulfadiazine,9.972222222222221,"Burns, External",A
Trolamine salicylate,8.941176470588236,Bursitis,B
Valcyte,8.0,CMV Prophylaxis,C
Valganciclovir,8.0,CMV Prophylaxis,C
Incruse Ellipta,10.0,COPD,A
Striverdi Respimat,10.0,COPD,A
Stiolto Respimat,9.8,COPD,A
Umeclidinium / vilanterol,9.714285714285714,COPD,A
Anoro Ellipta,9.615384615384615,COPD,A
Rayos,9.5,COPD,A
Aclidinium,9.4,COPD,A
Daliresp,9.3,COPD,A
Tudorza Pressair,9.125,COPD,A
Primatene Mist,9.833333333333334,"COPD, Acute",A
Levalbuterol,9.428571428571429,"COPD, Acute",A
Foradil Aerolizer,9.75,"COPD, Maintenance",A
Olodaterol / tiotropium,9.714285714285714,"COPD, Maintenance",A
Brovana,9.5,"COPD, Maintenance",A
DuoNeb,9.5,"COPD, Maintenance",A
Roflumilast,9.45,"COPD, Maintenance",A
Ipratropium,9.2,"COPD, Maintenance",A
Spiriva,9.181818181818182,"COPD, Maintenance",A
Tiotropium,9.10344827586207,"COPD, Maintenance",A
Advair Diskus,9.066666666666666,"COPD, Maintenance",A
Combivent,9.0,"COPD, Maintenance",B
Combivent Respimat,9.0,"COPD, Maintenance",B
Spiriva Respimat,9.0,"COPD, Maintenance",B
Albuterol / ipratropium,8.933333333333334,"COPD, Maintenance",B
ProAir HFA,8.333333333333334,"COPD, Maintenance",B
Perforomist,8.0,"COPD, Maintenance",C
Atrovent HFA,7.0,"COPD, Maintenance",C
Floxin,10.0,Campylobacter Gastroenteritis,A
Chaparral,10.0,Cance,A
Vincasar PFS,10.0,Cance,A
Doxorubicin,9.5,Cance,A
Vincristine,9.5,Cance,A
Octreotide,9.25,Carcinoid Tum,A
Sandostatin,9.2,Carcinoid Tum,A
Isoxsuprine,9.5,Cerebrovascular Insufficiency,A
Botulinum toxin type b,9.0,Cervical Dystonia,B
Dysport,8.666666666666666,Cervical Dystonia,B
AbobotulinumtoxinA,8.0,Cervical Dystonia,C
Azithromycin,8.919137466307278,Chlamydia Infection,B
Amantadine,8.916666666666666,Chronic Fatigue Syndrome,B
Trulance,9.545454545454545,Chronic Idiopathic Constipation,A
Plecanatide,9.541666666666666,Chronic Idiopathic Constipation,A
Gammagard,7.0,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,C
Imbruvica,9.333333333333334,Chronic Lymphocytic Leukemia,A
Rituxan,9.071428571428571,Chronic Lymphocytic Leukemia,A
Ibrutinib,9.0,Chronic Lymphocytic Leukemia,B
Leukeran,8.666666666666666,Chronic Lymphocytic Leukemia,B
Chlorambucil,8.0,Chronic Lymphocytic Leukemia,C
Bosulif,10.0,Chronic Myelogenous Leukemia,A
Hydrea,10.0,Chronic Myelogenous Leukemia,A
Tasigna,9.777777777777779,Chronic Myelogenous Leukemia,A
Nilotinib,9.727272727272727,Chronic Myelogenous Leukemia,A
Imatinib,9.421052631578947,Chronic Myelogenous Leukemia,A
Dasatinib,9.153846153846153,Chronic Myelogenous Leukemia,A
Sprycel,8.88888888888889,Chronic Myelogenous Leukemia,B
Dazidox,10.0,Chronic Pain,A
Methadone Diskets,9.523809523809524,Chronic Pain,A
Methadone,9.387755102040817,Chronic Pain,A
Roxicodone,9.263157894736842,Chronic Pain,A
Oxycodone,9.241463414634147,Chronic Pain,A
MS Contin,9.120689655172415,Chronic Pain,A
Exalgo,9.0,Chronic Pain,B
Infumorph,9.0,Chronic Pain,B
Ultram ODT,9.0,Chronic Pain,B
Xtampza ER,9.0,Chronic Pain,B
Butrans,8.928571428571429,Chronic Pain,B
Embeda,8.928571428571429,Chronic Pain,B
Duloxetine,8.902192242833053,Chronic Pain,B
Talwin Nx,8.75,Chronic Pain,B
Morphine / naltrexone,8.625,Chronic Pain,B
Xartemis XR,8.333333333333334,Chronic Pain,B
Belbuca,8.1,Chronic Pain,B
Oxaydo,8.0,Chronic Pain,C
Ziconotide,7.0,Chronic Pain,C
Zenpep,10.0,Chronic Pancreatitis,A
Hi-Vegi-Lip,9.0,Chronic Pancreatitis,B
Pancreatin,9.0,Chronic Pancreatitis,B
Pancreaze,9.0,Chronic Pancreatitis,B
Dantrolene,10.0,Chronic Spasticity,A
Gablofen,8.5,Chronic Spasticity,B
Fidaxomicin,9.5,Clostridial Infection,A
Dificid,9.333333333333334,Clostridial Infection,A
Calan,10.0,Cluster Headaches,A
Isoptin SR,10.0,Cluster Headaches,A
Sterapred DS,10.0,Cluster Headaches,A
Verelan PM,9.5,Cluster Headaches,A
Verapamil,9.432835820895523,Cluster Headaches,A
Imitrex Nasal,9.333333333333334,Cluster Headaches,A
D.H.E. 45,9.2,Cluster Headaches,A
Acyclovir / hydrocortisone,10.0,Cold Sores,A
Retre-Gel,10.0,Cold Sores,A
Tetracaine,10.0,Cold Sores,A
Famvir,9.857142857142858,Cold Sores,A
Penciclovir,9.8,Cold Sores,A
Denavir,9.76,Cold Sores,A
Zovirax Cream,9.583333333333334,Cold Sores,A
Zovirax Ointment,9.166666666666666,Cold Sores,A
Sitavig,8.8,Cold Sores,B
Codimal DM,10.0,Cold Symptoms,A
Dextromethorphan / phenylephrine / pyrilamine,10.0,Cold Symptoms,A
Ed A-Hist,10.0,Cold Symptoms,A
Primatene,10.0,Cold Symptoms,A
Robitussin Cold Cough and Flu,10.0,Cold Symptoms,A
Drixoral Cold and Allergy,9.944444444444445,Cold Symptoms,A
Alka-Seltzer Plus Cold,9.666666666666666,Cold Symptoms,A
Bronkaid,9.666666666666666,Cold Symptoms,A
Rynatan,9.666666666666666,Cold Symptoms,A
Acetaminophen / diphenhydramine / phenylephrine,9.5,Cold Symptoms,A
Echinacea,9.5,Cold Symptoms,A
Ephedrine / guaifenesin,9.375,Cold Symptoms,A
Acetaminophen / chlorpheniramine / phenylephrine,9.333333333333334,Cold Symptoms,A
Coricidin HBP Cold & Flu,9.25,Cold Symptoms,A
Acetaminophen / chlorpheniramine,9.0,Cold Symptoms,B
Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,9.0,Cold Symptoms,B
Actifed,9.0,Cold Symptoms,B
Sudafed PE Severe Cold,9.0,Cold Symptoms,B
Vicks Nyquil D Cold and Flu Nighttime Relief,9.0,Cold Symptoms,B
Pseudoephedrine / triprolidine,8.714285714285714,Cold Symptoms,B
Stivarga,10.0,Colorectal Cance,A
Xeloda,9.5,Colorectal Cance,A
Bevacizumab,9.23076923076923,Colorectal Cance,A
Oxaliplatin,8.0,Colorectal Cance,C
Panitumumab,8.0,Colorectal Cance,C
Vectibix,8.0,Colorectal Cance,C
Cetuximab,7.8,Colorectal Cance,C
Barium sulfate,8.5,Computed Tomography,B
Readi-Cat,8.0,Computed Tomography,C
Condylox,9.333333333333334,Condylomata Acuminata,A
Podofilox,9.0,Condylomata Acuminata,B
Alrex,10.0,Conjunctivitis,A
Alamast,10.0,"Conjunctivitis, Allergic",A
Alocril,10.0,"Conjunctivitis, Allergic",A
Nedocromil,10.0,"Conjunctivitis, Allergic",A
Optivar,10.0,"Conjunctivitis, Allergic",A
Pemirolast,10.0,"Conjunctivitis, Allergic",A
Zaditor,10.0,"Conjunctivitis, Allergic",A
Lastacaft,9.875,"Conjunctivitis, Allergic",A
Bepreve,9.714285714285714,"Conjunctivitis, Allergic",A
Alcaftadine,9.625,"Conjunctivitis, Allergic",A
Bepotastine,9.6,"Conjunctivitis, Allergic",A
Ketotifen,9.571428571428571,"Conjunctivitis, Allergic",A
Elestat,9.0,"Conjunctivitis, Allergic",B
Epinastine,9.0,"Conjunctivitis, Allergic",B
Besifloxacin,10.0,"Conjunctivitis, Bacterial",A
Besivance,10.0,"Conjunctivitis, Bacterial",A
Blephamide,10.0,"Conjunctivitis, Bacterial",A
Dexamethasone / neomycin / polymyxin b,10.0,"Conjunctivitis, Bacterial",A
Maxitrol,10.0,"Conjunctivitis, Bacterial",A
Moxeza,10.0,"Conjunctivitis, Bacterial",A
Prednisolone / sulfacetamide sodium,10.0,"Conjunctivitis, Bacterial",A
Tobrex,10.0,"Conjunctivitis, Bacterial",A
TobraDex,9.333333333333334,"Conjunctivitis, Bacterial",A
Moxifloxacin,9.012048192771084,"Conjunctivitis, Bacterial",A
Polytrim,9.0,"Conjunctivitis, Bacterial",B
Tobramycin,9.0,"Conjunctivitis, Bacterial",B
Vigamox,9.0,"Conjunctivitis, Bacterial",B
Dexamethasone / tobramycin,8.6,"Conjunctivitis, Bacterial",B
Hydrocortisone / neomycin / polymyxin b,8.5,"Conjunctivitis, Bacterial",B
Zylet,8.4,"Conjunctivitis, Bacterial",B
Loteprednol / tobramycin,8.333333333333334,"Conjunctivitis, Bacterial",B
Azasite,8.0,"Conjunctivitis, Bacterial",C
Polymyxin b / trimethoprim,8.0,"Conjunctivitis, Bacterial",C
Citrate of Magnesia,10.0,Constipation,A
ClearLax,10.0,Constipation,A
Colace,10.0,Constipation,A
Fleet Glycerin Suppositories Adult,10.0,Constipation,A
Fletchers Castoria,10.0,Constipation,A
Metamucil,9.857142857142858,Constipation,A
Polyethylene glycol 3350,9.610526315789473,Constipation,A
MiraLax,9.535211267605634,Constipation,A
Magnesium oxide,9.5,Constipation,A
Methylcellulose,9.5,Constipation,A
Magnesium citrate,9.477707006369426,Constipation,A
Fleet Enema,9.428571428571429,Constipation,A
Phillips' Milk of Magnesia,9.393939393939394,Constipation,A
Magnesium hydroxide,9.39080459770115,Constipation,A
Glycerin,9.333333333333334,Constipation,A
Dulcolax Laxative,9.3125,Constipation,A
Milk of Magnesia,9.181818181818182,Constipation,A
Senna,9.04,Constipation,A
Dulcolax,9.03825136612022,Constipation,A
Enemeez Mini,9.0,Constipation,B
Bisacodyl,8.970464135021096,Constipation,B
Correctol,8.833333333333334,Constipation,B
Docusate,8.714285714285714,Constipation,B
Senokot,8.0,Constipation,C
Peri-Colace,10.0,"Constipation, Acute",A
Docusate / senna,9.5,"Constipation, Acute",A
Senokot S,9.5,"Constipation, Acute",A
Lactulose,9.32,"Constipation, Acute",A
Senna Plus,9.0,"Constipation, Acute",B
Doc-Q-Lax,8.0,"Constipation, Acute",C
Constulose,10.0,"Constipation, Chronic",A
Linzess,9.211711711711711,"Constipation, Chronic",A
Lubiprostone,9.048780487804878,"Constipation, Chronic",A
Methylnaltrexone,9.133333333333333,"Constipation, Drug Induced",A
Naloxegol,9.051282051282051,"Constipation, Drug Induced",A
Amitiza,9.0,"Constipation, Drug Induced",B
Flanax Pain Reliever,10.0,Costochondritis,A
Buckleys Mixture,10.0,Cough,A
Robitussin Cough + Chest Congestion DM,10.0,Cough,A
Robitussin CoughGels Long-Acting,10.0,Cough,A
Tussigon,10.0,Cough,A
Chlorpheniramine / hydrocodone,9.726027397260275,Cough,A
Tussionex Pennkinetic,9.7,Cough,A
Tessalon Perles,9.689655172413794,Cough,A
TussiCaps,9.666666666666666,Cough,A
Guaifenesin / hydrocodone,9.5,Cough,A
Codeine / promethazine,9.481481481481481,Cough,A
Hydromet,9.421052631578947,Cough,A
Tessalon,9.333333333333334,Cough,A
Dextromethorphan / promethazine,9.25,Cough,A
Homatropine / hydrocodone,9.25,Cough,A
Promethazine DM,9.25,Cough,A
Delsym 12 Hour Cough Relief,9.2,Cough,A
Benzonatate,9.186813186813186,Cough,A
Guaifenesin,9.174418604651162,Cough,A
Codeine / guaifenesin,9.0,Cough,B
Mucinex DM,9.0,Cough,B
Mucinex Maximum Strength,9.0,Cough,B
Mucinex,8.904761904761905,Cough,B
Hycodan,8.866666666666667,Cough,B
Delsym,8.705882352941176,Cough,B
Cheratussin AC,8.666666666666666,Cough,B
Dextromethorphan / guaifenesin,8.6,Cough,B
Dextromethorphan,8.545454545454545,Cough,B
Brompheniramine / codeine / phenylephrine,10.0,Cough and Nasal Congestion,A
Capmist DM,10.0,Cough and Nasal Congestion,A
Chlorpheniramine / dextromethorphan,10.0,Cough and Nasal Congestion,A
Chlorpheniramine / hydrocodone / pseudoephedrine,10.0,Cough and Nasal Congestion,A
Dextromethorphan / guaifenesin / phenylephrine,10.0,Cough and Nasal Congestion,A
Guaifenesin / phenylephrine,10.0,Cough and Nasal Congestion,A
M-End PE,10.0,Cough and Nasal Congestion,A
Maxichlor PSE DM,10.0,Cough and Nasal Congestion,A
Mucinex D Maximum Strength,10.0,Cough and Nasal Congestion,A
Mucinex Fast-Max Severe Congestion & Cough,10.0,Cough and Nasal Congestion,A
Zutripro,10.0,Cough and Nasal Congestion,A
Chlorpheniramine / dextromethorphan / pseudoephedrine,9.75,Cough and Nasal Congestion,A
Chlorpheniramine / dextromethorphan / phenylephrine,9.666666666666666,Cough and Nasal Congestion,A
Chlorpheniramine / hydrocodone / phenylephrine,9.666666666666666,Cough and Nasal Congestion,A
Bromfed DM,9.6,Cough and Nasal Congestion,A
Dextromethorphan / guaifenesin / pseudoephedrine,9.6,Cough and Nasal Congestion,A
Brompheniramine / dextromethorphan / pseudoephedrine,9.333333333333334,Cough and Nasal Congestion,A
Chlophedianol / guaifenesin / pseudoephedrine,9.0,Cough and Nasal Congestion,B
Rezira,9.0,Cough and Nasal Congestion,B
Vanatab DX,9.0,Cough and Nasal Congestion,B
Guaifenesin / pseudoephedrine,8.706521739130435,Cough and Nasal Congestion,B
Mucinex D,8.619718309859154,Cough and Nasal Congestion,B
Hydrocodone / pseudoephedrine,8.0,Cough and Nasal Congestion,C
Maxifed DM,8.0,Cough and Nasal Congestion,C
Azasan,10.0,Crohn's Disease,A
Colazal,9.2,Crohn's Disease,A
Sulfasalazine,8.954545454545455,Crohn's Disease,B
Balsalazide,8.8,Crohn's Disease,B
Vedolizumab,8.5,Crohn's Disease,B
HyoMax SR,8.0,Crohn's Disease,C
Entocort EC,9.090909090909092,"Crohn's Disease, Acute",A
Mercaptopurine,10.0,"Crohn's Disease, Maintenance",A
Asacol HD,9.666666666666666,"Crohn's Disease, Maintenance",A
Pentasa,8.793103448275861,"Crohn's Disease, Maintenance",B
Nystatin / triamcinolone,9.8,Cutaneous Candidiasis,A
Bexarotene,9.5,Cutaneous T-cell Lymphoma,A
Targretin,9.0,Cutaneous T-cell Lymphoma,B
Dornase alfa,10.0,Cystic Fibrosis,A
Pancrelipase,9.615384615384615,Cystic Fibrosis,A
Nizoral A-D,10.0,Dandruff,A
Salicylic acid / sulfur,10.0,Dandruff,A
Ketoconazole,9.75,Dandruff,A
Innohep,10.0,Deep Vein Thrombosis,A
Enoxaparin,9.428571428571429,Deep Vein Thrombosis,A
Fondaparinux,9.0,Deep Vein Thrombosis,B
Lovenox,9.0,Deep Vein Thrombosis,B
Rivaroxaban,8.941176470588236,Deep Vein Thrombosis,B
Tinzaparin,7.0,Deep Vein Thrombosis,C
Arixtra,9.0,"Deep Vein Thrombosis, Prophylaxis",B
Asendin,10.0,Depression,A
Norpramin,10.0,Depression,A
Oleptro,10.0,Depression,A
Maprotiline,9.75,Depression,A
Remeron SolTab,9.75,Depression,A
Amitriptyline / chlordiazepoxide,9.714285714285714,Depression,A
Nefazodone,9.61111111111111,Depression,A
Tranylcypromine,9.59375,Depression,A
Desipramine,9.538461538461538,Depression,A
Parnate,9.529411764705882,Depression,A
Amoxapine,9.5,Depression,A
Limbitrol,9.5,Depression,A
Serzone,9.5,Depression,A
Niacin,9.366666666666667,Depression,A
Phenelzine,9.32,Depression,A
St. john's wort,9.292682926829269,Depression,A
L-methylfolate,9.271186440677965,Depression,A
Deplin,9.25,Depression,A
Nardil,9.181818181818182,Depression,A
Lexapro,9.105691056910569,Depression,A
Fluoxetine,9.079310344827586,Depression,A
Effexor XR,9.054421768707483,Depression,A
Rexulti,9.019607843137255,Depression,A
Aplenzin,9.0,Depression,B
Budeprion SR,9.0,Depression,B
Isocarboxazid,9.0,Depression,B
Marplan,9.0,Depression,B
Protriptyline,9.0,Depression,B
Selegiline,9.0,Depression,B
Sertraline,9.0,Depression,B
Vivactil,9.0,Depression,B
Paxil,8.981707317073171,Depression,B
Methylphenidate,8.953703703703704,Depression,B
Desvenlafaxine,8.94915254237288,Depression,B
Wellbutrin,8.945273631840797,Depression,B
Cymbalta,8.938432835820896,Depression,B
Vilazodone,8.918103448275861,Depression,B
Celexa,8.907356948228882,Depression,B
Pristiq,8.892307692307693,Depression,B
Zyprexa,8.816326530612244,Depression,B
Effexor,8.802631578947368,Depression,B
Imipramine,8.8,Depression,B
Paxil CR,8.75,Depression,B
Sinequan,8.75,Depression,B
Emsam,8.733333333333333,Depression,B
S-adenosylmethionine,8.444444444444445,Depression,B
Ala-Quin,10.0,Dermatitis,A
Clioquinol / hydrocortisone,10.0,Dermatitis,A
Hylira,10.0,Dermatitis,A
Temovate,10.0,Dermatitis,A
Fluocinonide,9.761904761904763,Dermatitis,A
Lidex,9.666666666666666,Dermatitis,A
Verdeso,9.666666666666666,Dermatitis,A
Clobetasol,9.648148148148149,Dermatitis,A
Olux,9.5,Dermatitis,A
Locoid Lipocream,9.0,Dermatitis,B
Alcortin A,8.5,Dermatitis,B
Aloe vera / hydrocortisone / iodoquinol,8.5,Dermatitis,B
Balsam peru / castor oil / trypsin,10.0,Dermatologic Lesion,A
Bensal HP,10.0,Dermatological Disorders,A
Benzoic acid / salicylic acid,10.0,Dermatological Disorders,A
Diprosone,10.0,Dermatological Disorders,A
Luxiq,10.0,Dermatological Disorders,A
Rea Lo 40,10.0,Dermatological Disorders,A
Silver,9.5,Dermatological Disorders,A
Carmol 20,9.0,Dermatological Disorders,B
Duoplant,9.0,Dermatological Disorders,B
Pramosone,8.0,Dermatological Disorders,C
Hydroxychloroquine,8.794871794871796,Dermatomyositis,B
Gris-PEG,10.0,Dermatophytosis,A
Itraconazole,9.142857142857142,Dermatophytosis,A
Grifulvin V,8.0,Dermatophytosis,C
DDAVP,9.75,Diabetes Insipidus,A
Desmopressin,9.5,Diabetes Insipidus,A
DDAVP Nasal,9.0,Diabetes Insipidus,B
Humalog KwikPen,10.0,"Diabetes, Type 1",A
Humulin R U-500 (Concentrated),10.0,"Diabetes, Type 1",A
Insulin aspart / insulin aspart protamine,10.0,"Diabetes, Type 1",A
NovoLog Mix 70 / 30,10.0,"Diabetes, Type 1",A
Pramlintide,10.0,"Diabetes, Type 1",A
SymlinPen 60,10.0,"Diabetes, Type 1",A
"Insulin inhalation, rapid acting",9.724137931034482,"Diabetes, Type 1",A
Afrezza,9.705882352941176,"Diabetes, Type 1",A
Insulin lispro / insulin lispro protamine,9.5,"Diabetes, Type 1",A
Insulin regular,9.5,"Diabetes, Type 1",A
Symlin,9.5,"Diabetes, Type 1",A
Humalog,9.333333333333334,"Diabetes, Type 1",A
ReliOn / Novolin 70 / 30,9.0,"Diabetes, Type 1",B
Insulin degludec,8.866666666666667,"Diabetes, Type 1",B
Novolog,8.0,"Diabetes, Type 1",C
Albiglutide,10.0,"Diabetes, Type 2",A
Basaglar,10.0,"Diabetes, Type 2",A
Exubera,10.0,"Diabetes, Type 2",A
Glimepiride / pioglitazone,10.0,"Diabetes, Type 2",A
GlipiZIDE XL,10.0,"Diabetes, Type 2",A
Glumetza,10.0,"Diabetes, Type 2",A
Glyset,10.0,"Diabetes, Type 2",A
NovoLog FlexPen,10.0,"Diabetes, Type 2",A
Novolin 70 / 30,10.0,"Diabetes, Type 2",A
Novolin N,10.0,"Diabetes, Type 2",A
Synjardy,10.0,"Diabetes, Type 2",A
Tanzeum,10.0,"Diabetes, Type 2",A
Pioglitazone,9.8,"Diabetes, Type 2",A
Insulin lispro,9.666666666666666,"Diabetes, Type 2",A
Levemir,9.666666666666666,"Diabetes, Type 2",A
Toujeo,9.666666666666666,"Diabetes, Type 2",A
Glucotrol,9.6,"Diabetes, Type 2",A
Insulin detemir,9.555555555555555,"Diabetes, Type 2",A
Humalog Mix 75 / 25,9.5,"Diabetes, Type 2",A
Insulin glulisine,9.5,"Diabetes, Type 2",A
Insulin isophane / insulin regular,9.5,"Diabetes, Type 2",A
Tresiba,9.5,"Diabetes, Type 2",A
Onglyza,9.333333333333334,"Diabetes, Type 2",A
Janumet,9.307692307692308,"Diabetes, Type 2",A
Actos,9.285714285714286,"Diabetes, Type 2",A
Xigduo XR,9.25,"Diabetes, Type 2",A
Insulin glargine,9.225806451612904,"Diabetes, Type 2",A
Byetta,9.195121951219512,"Diabetes, Type 2",A
Januvia,9.19047619047619,"Diabetes, Type 2",A
Sitagliptin,9.19047619047619,"Diabetes, Type 2",A
Canagliflozin,9.186666666666667,"Diabetes, Type 2",A
Victoza,9.16546762589928,"Diabetes, Type 2",A
Farxiga,9.153846153846153,"Diabetes, Type 2",A
Lantus,9.153846153846153,"Diabetes, Type 2",A
Invokana,9.116883116883116,"Diabetes, Type 2",A
Exenatide,9.038167938931299,"Diabetes, Type 2",A
Empagliflozin,9.037037037037036,"Diabetes, Type 2",A
Avandamet,9.0,"Diabetes, Type 2",B
Avandia,9.0,"Diabetes, Type 2",B
Glipizide,9.0,"Diabetes, Type 2",B
Glucophage,9.0,"Diabetes, Type 2",B
Glyburide,9.0,"Diabetes, Type 2",B
Linagliptin,9.0,"Diabetes, Type 2",B
Prandin,9.0,"Diabetes, Type 2",B
Repaglinide,9.0,"Diabetes, Type 2",B
Rosiglitazone,9.0,"Diabetes, Type 2",B
Saxagliptin,9.0,"Diabetes, Type 2",B
Toujeo Solostar,9.0,"Diabetes, Type 2",B
Tradjenta,9.0,"Diabetes, Type 2",B
Glimepiride,8.962962962962964,"Diabetes, Type 2",B
Dapagliflozin,8.933333333333334,"Diabetes, Type 2",B
Dulaglutide,8.908333333333333,"Diabetes, Type 2",B
Trulicity,8.901785714285714,"Diabetes, Type 2",B
Bydureon,8.880434782608695,"Diabetes, Type 2",B
Glyxambi,8.8,"Diabetes, Type 2",B
Jardiance,8.791666666666666,"Diabetes, Type 2",B
Lantus Solostar,8.777777777777779,"Diabetes, Type 2",B
Empagliflozin / linagliptin,8.75,"Diabetes, Type 2",B
Jentadueto,8.75,"Diabetes, Type 2",B
Insulin aspart,8.714285714285714,"Diabetes, Type 2",B
Amaryl,8.666666666666666,"Diabetes, Type 2",B
Kombiglyze XR,8.666666666666666,"Diabetes, Type 2",B
Glucophage XR,8.5,"Diabetes, Type 2",B
ActoPlus Met,8.333333333333334,"Diabetes, Type 2",B
Glucovance,8.0,"Diabetes, Type 2",C
Humulin N,8.0,"Diabetes, Type 2",C
Alogliptin,7.0,"Diabetes, Type 2",C
Nesina,7.0,"Diabetes, Type 2",C
Altace,9.5,Diabetic Kidney Disease,A
Iluvien,10.0,Diabetic Macular Edema,A
